825,skill,n,,50431,0.9,A,4,cet4 cet6 ky ielts zk gk,技能,n. 技能，技巧；本领，技术
826,sister,n,,48183,0.94,F,5,zk gk,姐妹,n. 姐妹；修女；护士
827,PM,r,,54765,0.82,N,,,,abbr. （拉）下午（Post Meridiem，等于afternoon）；调相（Phase Modulation）
828,professor,n,,46575,0.97,,4,cet4 cet6 ky ielts gk,教授,n. 教授；教师；公开表示信仰的人
829,operation,n,,47276,0.95,,5,cet4 cet6 ky zk gk,操作,n. 操作；手术；经营；运算
830,financial,j,,47803,0.94,,5,cet4 cet6 ky toefl ielts,财政的,adj. 财政的，财务的；金融的
831,crime,n,,48010,0.93,,4,cet4 cet6 ky ielts gk,罪行,n. 罪行，犯罪；罪恶；犯罪活动
832,stage,n,,46346,0.97,,5,cet4 cet6 ky ielts gk,舞台,n. 舞台；戏剧；驿站；阶段
833,ok,r,,54697,0.82,S,,zk gk,好的,adj. 好的；不错的
834,compare,v,,48094,0.93,A,3,cet4 cet6 ky toefl ielts zk gk,比较,vt. 比较；对照；比喻为
835,authority,n,,47309,0.94,,5,cet4 cet6 ky toefl ielts gk,权威,n. 权威；权力；当局
836,miss,v,,46525,0.96,,4,zk gk,漏掉,vt. 漏掉；错过；想念
837,design,n,,48605,0.92,,5,cet4 cet6 ky toefl ielts gk,设计,vt. 设计；计划；构思
838,sort,n,,47086,0.95,,5,cet4 cet6 ky toefl ielts zk gk,种类,n. 种类；方式；品质
839,one,n,,45596,0.98,,5,ielts zk gk,任何人,pron. 任何人；一个人
840,act,v,,45648,0.98,,5,cet4 ky zk gk,扮演,vt. 扮演；装作，举动像
841,ten,m,,46827,0.95,,5,zk gk,十个,num. 十个，十
842,knowledge,n,,50335,0.88,A,4,cet4 cet6 ky ielts zk gk,知识,n. 知识，学问；知道，认识；[古]学科
843,gun,n,,47305,0.94,,4,cet4 cet6 ky zk gk,枪枝,n. 枪枝；枪状物；[美俚]持枪歹徒
844,station,n,,46299,0.96,,4,ielts zk gk,站,n. 站；地位；身分；驻地
845,blue,j,,47622,0.93,F,5,gk,蓝色的,adj. 蓝色的；忧郁的，沮丧的；下流的
846,state,v,,47977,0.93,A,5,cet4 cet6 ky zk gk,情形,n. 情形；国家；州
847,strategy,n,,49126,0.9,A,4,cet4 cet6 ky toefl ielts,战略,n. 战略，策略
848,little,d,,45469,0.97,,5,zk gk,小的,adj. 小的；短暂的；很少的；小巧可爱的
849,clearly,r,,45912,0.96,,,cet4 gk,明净地,adv. 明净地；清晰地；无疑地；明显地
850,discuss,v,,46852,0.94,,4,zk gk,讨论,vt. 讨论；论述，辩论
851,indeed,r,,46184,0.95,,4,cet4 cet6 ky gk,真正地,adv. 真正地；的确；甚至；实在
852,force,v,,44931,0.97,,5,cet4 cet6 ky zk gk,力量,n. 力量；武力；魄力；军队
853,truth,n,,45155,0.97,,4,cet4 cet6 ky toefl zk gk,事实,n. 事实；真理；实质；诚实
854,song,n,,45352,0.96,,4,zk gk,歌曲,n. 歌曲；鸣声；歌唱；诗歌
855,example,n,,47134,0.93,A,5,ielts zk gk,例子,n. 例子；榜样
856,democratic,j,,47299,0.92,,4,cet4 cet6 ky,民主的,adj. 民主的；民主政治的；大众的
857,check,v,,45760,0.95,,4,toefl ielts zk gk,证明无误,vi. 证明无误；核对无误；将军（象棋）
858,environment,n,,47807,0.91,A,4,cet4 cet6 ky ielts zk gk,环境,n. 环境，外界
859,leg,n,,47477,0.91,F,4,zk gk,腿,n. 腿；支柱
860,dark,j,,47565,0.91,F,4,ielts zk gk,黑暗的,adj. 黑暗的，深色的；无知的；模糊的；忧郁的
861,public,n,,45684,0.95,,5,cet4 cet6 ky ielts zk gk,公用的,adj. 公用的；公众的；公立的；政府的
862,various,j,,46777,0.92,A,4,cet4 cet6 ky toefl ielts gk,各种各样的,adj. 各种各样的；多方面的
863,rather,r,,44934,0.96,,5,cet4 cet6 ky zk gk,宁可,adv. 宁可，宁愿；相当
864,laugh,v,,48567,0.89,F,5,zk gk,笑,n. 笑；引人发笑的事或人
865,guess,v,,48046,0.9,S,4,zk gk,猜测,vt. 猜测；推测；猜中；[美口]认为
866,executive,n,,47338,0.91,N,4,cet4 cet6 ky toefl ielts,执行的,adj. 执行的，经营管理的；行政的；经营的
867,set,n,,45121,0.96,,3,ielts zk gk,集合,n. 集合；一套；布景；装置；趋势
868,study,v,,44897,0.96,,5,ielts zk gk,学习,n. 学习，研究；学问；课题；书房
869,prove,v,,44304,0.97,,4,cet4 cet6 ky zk gk,证明,vt. 证明；检验；显示
870,hang,v,,46632,0.92,F,4,cet4 cet6 ky toefl ielts zk gk,绞死,vt. 绞死；悬挂，垂下；使悬而未决；装饰
871,entire,j,,43997,0.98,,4,cet4 cet6 ky gk,全部的,adj. 全部的，整个的；全体的
872,rock,n,,45225,0.95,,4,cet4 cet6 ky ielts zk gk,岩石,n. 岩石；暗礁；摇滚乐
873,design,v,,45946,0.94,,5,cet4 cet6 ky toefl ielts gk,设计,vt. 设计；计划；构思
874,enough,d,,44378,0.97,,5,zk gk,足够地,adv. 足够地，充足地
875,forget,v,,45571,0.94,F,4,zk gk,忘记,vt. 忘记；忽略
876,since,i,,45591,0.94,,5,zk gk,既然,conj. 既然；因为；由于；自…以来；自…以后
877,claim,v,,44259,0.97,,5,cet4 cet6 ky toefl ielts,提出要求,vi. 提出要求
878,note,n,,44720,0.96,,4,toefl zk gk,笔记,n. 笔记；注解；便笺；照会；音符；调子；票据；纸币
879,remove,v,,44683,0.96,,4,cet4 cet6 ky toefl gk,移动,vt. 移动，迁移；开除；调动
880,manager,n,,46187,0.93,N,4,ielts zk gk,经理,n. 经理；管理人员
881,help,n,,43721,0.98,,5,zk gk,帮助,vt. 帮助；治疗；促进；补救
882,close,j,,43568,0.98,,3,toefl zk gk,亲密的,adj. 亲密的；亲近的；紧密的
883,sound,v,,45311,0.94,,2,ielts zk gk,使发声,vt. 使发声；听（诊）；测量，测…深；宣告；试探
884,enjoy,v,,44020,0.97,,4,zk gk,喜爱,vt. 喜爱；欣赏，享受；使过得快活
885,network,n,,45122,0.94,,4,cet4 cet6 ky ielts gk,网络,n. 网络；网状物；广播网
886,legal,j,,44820,0.95,,4,cet4 cet6 ky toefl ielts gk,法定的,adj. 法定的；法律的；合法的
887,religious,j,,46425,0.91,A,4,cet4 cet6 ky toefl gk,宗教的,adj. 宗教的；虔诚的；严谨的；修道的
888,cold,j,,44649,0.95,,4,cet4 ky zk gk,寒冷的,adj. 寒冷的；冷淡的，不热情的；失去知觉的
889,form,v,,44646,0.95,,3,ielts zk gk,形式,n. 形式，形状；形态，外形；表格；方式
890,final,j,,43589,0.97,,5,cet4 ky toefl ielts zk gk,最终的,adj. 最终的；决定性的；不可更改的
891,main,j,,43707,0.97,,5,cet4 cet6 ky ielts zk gk,主要部分,n. 主要部分，要点；体力；总管道
892,science,n,,45726,0.92,A,4,ielts zk gk,科学,n. 科学；理科；技术；学科
893,green,j,,44673,0.94,,5,ielts zk gk,绿色的,adj. 绿色的；青春的
894,memory,n,,43531,0.97,,4,cet4 cet6 ky toefl zk gk,记忆,n. 记忆，记忆力；回忆；内存，存储器
895,card,n,,43605,0.96,,4,ielts zk gk,卡片,n. 卡片；纸牌；明信片
896,above,i,,44130,0.95,,4,zk gk,在……上面,prep. 在……上面；在……之上；超过
897,seat,n,,44404,0.95,,4,ielts zk gk,座位,n. 座位；所在地；职位
898,cell,n,,44831,0.94,,4,cet4 cet6 ky toefl gk,细胞,n. 细胞；电池；蜂房的巢室；单人小室
899,establish,v,,45921,0.91,A,4,cet4 cet6 ky ielts,建立,vt. 建立；安置；创办
900,nice,j,,44792,0.93,,4,zk gk,精密的,adj. 精密的；美好的；细微的；和蔼的
901,trial,n,,44489,0.94,,4,cet4 cet6 ky toefl ielts gk,试验,n. 试验；磨炼；审讯；努力
902,expert,n,,43898,0.95,,4,cet4 ky ielts gk,熟练的,adj. 熟练的；内行的；老练的
903,that,r,,43359,0.96,,5,zk gk,那,pron. 那；那个
904,spring,n,,44085,0.95,,4,toefl ielts zk gk,春天,n. 春天；弹簧；泉水；跳跃；活力
905,firm,n,,44704,0.93,,5,cet4 cet6 ky toefl ielts gk,坚定的,adj. 坚定的；结实的；牢固的；严格的
906,Democrat,n,,46905,0.88,S,4,toefl,民主政体论者,n. 民主政体论者；民主主义者；民主党人
907,radio,n,,43156,0.96,,5,ielts zk gk,收音机,n. 收音机；无线电广播设备
908,visit,v,,42941,0.96,,5,zk gk,访问,n. 访问；参观；逗留
909,management,n,,45112,0.92,A,4,cet4 cet6 ky ielts,管理,n. 管理；管理部门；经营手段；管理人员；操纵
910,care,v,,42978,0.96,,5,ielts zk gk,照料,n. 照料；忧虑；关怀；谨慎
911,avoid,v,,42890,0.96,,4,cet4 ky toefl ielts zk gk,避免,vt. 避免；避开，躲避；消除
912,imagine,v,,43487,0.95,,4,cet4 cet6 ky toefl zk gk,想像,vt. 想像；猜想；臆断
913,tonight,r,,47549,0.87,S,4,zk gk,在今晚,adv. 在今晚
914,huge,j,,42582,0.96,,4,cet4 ky zk gk,巨大的,adj. 巨大的；庞大的；无限的
915,ball,n,,43512,0.94,,4,zk gk,球,n. 球；舞会
916,no,u,,44951,0.91,S,5,zk gk,不,adv. 不
917,close,r,,42826,0.95,,3,toefl zk gk,亲密的,adj. 亲密的；亲近的；紧密的
918,finish,v,,43143,0.95,,4,toefl zk gk,完成,vt. 完成；结束；用完
919,yourself,p,,43401,0.94,,4,zk gk,你自己,pron. 你自己
920,talk,n,,43267,0.94,,5,zk gk,说,vt. 说；谈话；讨论
921,theory,n,,45553,0.9,A,4,cet4 cet6 ky ielts gk,理论,n. 理论；原理；学说；推测
922,impact,n,,43782,0.93,A,4,cet4 cet6 ky toefl ielts,撞击,vt. 撞击；冲突；影响；压紧
923,respond,v,,42139,0.96,,4,cet4 cet6 ky toefl gk,回答,vi. 回答；作出反应；承担责任
924,statement,n,,42941,0.94,,4,cet4 cet6 ky ielts gk,声明,n. 声明；陈述，叙述；报表，清单
925,maintain,v,,43493,0.93,A,4,cet4 cet6 ky toefl ielts,维持,vt. 维持；维修；供养；继续；主张
926,charge,n,,42353,0.95,,5,cet4 cet6 ky toefl ielts gk,费用,n. 费用；掌管；控告；负载；电荷；命令
927,popular,j,,42399,0.95,,4,cet4 cet6 ky toefl ielts zk gk,流行的,adj. 流行的，通俗的；受欢迎的；大众的；普及的
928,traditional,j,,43681,0.92,A,4,cet4 cet6 ielts zk gk,传统的,adj. 传统的；惯例的
929,onto,i,,43538,0.92,F,3,cet4 ky gk,在…之上,prep. 在…之上；对…了解；[数]映射到…上
930,reveal,v,,42605,0.94,,4,cet4 cet6 ky toefl,揭露,vt. 揭露；显示；透露；泄露
931,direction,n,,41280,0.97,,4,cet4 cet6 ky zk gk,方向,n. 方向；指导；用法说明；趋势
932,weapon,n,,43158,0.93,,4,cet4 cet6 ky toefl ielts,武器,n. 武器，兵器
933,employee,n,,42824,0.93,,4,cet4 cet6 ky toefl ielts,雇员,n. 雇员；从业员工
934,cultural,j,,45673,0.87,A,3,ielts,文化的,adj. 文化的；教养的
935,contain,v,,42542,0.94,,4,cet4 cet6 ky toefl gk,包含,vt. 包含；容纳；控制；牵制（敌军）
936,peace,n,,42273,0.94,,5,cet4 ky zk gk,和平,n. 和平；和睦；平静；秩序
937,head,v,,41658,0.95,,5,toefl zk gk,头,n. 头；上端；最前的部分；头痛；理解力
938,control,v,,41771,0.95,,5,cet4 ky ielts zk gk,控制,n. 控制；管理；抑制；操纵装置
939,base,n,,41154,0.96,,5,cet4 ky gk,底部,n. 底部；垒；基础
940,pain,n,,41350,0.96,,4,cet4 cet6 ky gk,疼痛,n. 疼痛；努力
941,apply,v,,42391,0.93,A,4,cet4 cet6 ky toefl ielts gk,应用,vt. 应用；申请；涂，敷
942,play,n,,41662,0.95,,5,zk gk,演奏,vt. 演奏；播放；游戏；扮演；同…比赛
943,measure,n,,43938,0.9,A,4,cet4 cet6 ky ielts gk,措施,n. 措施；程度；测量；尺寸
944,wide,j,,41233,0.96,,5,ielts zk gk,宽的,adj. 宽的，广阔的；张大的；远离目标的；广泛的
945,shake,v,,45160,0.87,F,4,cet4 cet6 ky toefl zk gk,摇动,vt. 摇动；动摇；震动
946,fly,v,,41373,0.95,,5,ielts zk gk,飞,vi. 飞；飘扬；驾驶飞机
947,interview,n,,41594,0.95,,4,cet4 cet6 ky ielts zk gk,面试,n. 面试，面谈；接见，采访
948,manage,v,,40536,0.97,,4,cet4 cet6 ky zk gk,管理,vt. 管理；经营；设法；控制
949,chair,n,,43256,0.91,F,4,ielts zk gk,椅子,n. 椅子；（会议的）主席位；大学教授的职位；讲座
950,fish,n,,41488,0.95,,4,ielts zk gk,捕鱼,vi. 捕鱼，钓鱼；用钩捞取
951,particular,j,,42291,0.93,A,4,cet4 cet6 ky gk,特别的,adj. 特别的；独有的；挑剔的；详细的
952,camera,n,,41218,0.95,,4,cet4 cet6 ky ielts zk gk,照相机,n. 照相机；摄影机
953,structure,n,,43638,0.9,A,4,cet4 cet6 ky,构造,n. 构造；结构；建筑物
954,politics,n,,41758,0.94,,4,cet4 cet6 ky toefl gk,政治,n. 政治，政治学；政治活动；政纲
955,perform,v,,41667,0.94,A,4,cet4 cet6 ky toefl gk,执行,vt. 执行；完成；演奏
956,bit,n,,41915,0.93,S,5,zk gk,少量,n. 少量；马嚼子；比特（二进位制信息单位）；辅币；[口]老一套
957,weight,n,,41919,0.93,M,4,ielts zk gk,重量,n. 重量，重力；砝码；重要性；负担
958,suddenly,r,,43382,0.9,F,4,cet4 cet6,忽然,adv. 忽然；突然地
959,discover,v,,40489,0.97,,4,cet4 cet6 ky zk gk,发现,vt. 发现；发觉
960,candidate,n,,43251,0.9,,4,cet4 cet6 ky toefl ielts gk,候选人,n. 候选人，候补者；应试者
961,top,j,,41484,0.94,,5,cet4 cet6 ky ielts zk gk,顶部,n. 顶部，顶端；上部；首席；陀螺
962,production,n,,42052,0.93,A,4,cet4 cet6 ky ielts gk,成果,n. 成果；产品；生产；作品
963,treat,v,,40264,0.97,,4,cet4 cet6 ky toefl gk,对待,vt. 对待；治疗；探讨；视为
964,trip,n,,40423,0.96,,4,toefl ielts zk gk,绊倒,vi. 绊倒；犯错误；远足；轻快地走
965,evening,n,,40881,0.95,,4,ielts zk gk,傍晚,n. 傍晚；晚上；后期；（联欢性的）晚会
966,affect,v,,41496,0.93,A,4,cet4 cet6 ky toefl ielts gk,影响,vt. 影响；假装；感动；感染
967,inside,i,,40856,0.95,,4,cet4 cet6 ky zk gk,内部,n. 内部；里面；内脏；内情
968,conference,n,,40643,0.95,,5,cet4 cet6 ky toefl ielts zk gk,会议,n. 会议；协商；讨论；[篮]联盟
969,unit,n,,41087,0.94,,4,cet4 cet6 ky zk gk,单位,n. 单位，单元；部件；装置；部队
970,best,r,,39959,0.97,,,ielts,最好的人,n. 最好的人，最好的事物；最佳状态
971,style,n,,40889,0.94,,4,cet4 cet6 ky ielts gk,风格,n. 风格；类型；时尚；字体
972,adult,n,,40705,0.95,,4,cet4 ky ielts gk,成熟的,adj. 成熟的；成年的
973,worry,v,,40210,0.96,,4,zk gk,烦恼,n. 烦恼；担心；撕咬
974,range,n,,41326,0.93,A,4,cet4 cet6 ky toefl ielts gk,范围,n. 范围；山脉；排；幅度
975,mention,v,,39815,0.97,,4,toefl zk gk,说起,vt. 说起；提到，谈到；提及，论及
976,rather,i,,41558,0.93,A,5,cet4 cet6 ky zk gk,宁可,adv. 宁可，宁愿；相当
977,far,j,,39967,0.96,,5,zk gk,很,adv. 很；到很远的距离；遥远地；到很深的程度；久远地
978,deep,j,,40126,0.96,,4,zk gk,深处,n. 深处；深渊
979,past,n,,39559,0.97,,5,zk gk,过去,n. 过去；往事
980,edge,n,,40960,0.94,,4,cet4 cet6 ky toefl ielts zk gk,边缘,n. 边缘；刀刃；优势；锋利
981,individual,j,,42325,0.9,A,4,cet4 cet6 ky ielts,个别的,adj. 个别的；个人的；独特的
982,specific,j,,42397,0.9,A,4,cet4 cet6 ky toefl ielts gk,特殊的,adj. 特殊的，特定的；明确的；详细的；具有特效的
983,writer,n,,39666,0.96,,,cet4 cet6 ielts,作家,n. 作家；作者
984,trouble,n,,39659,0.96,,4,toefl ielts zk gk,麻烦,n. 麻烦；动乱；烦恼；故障
985,necessary,j,,40776,0.93,A,4,zk gk,必要的,adj. 必要的；必然的；必需的
986,throughout,i,,40170,0.95,,4,cet4 cet6 ky ielts gk,自始至终,adv. 自始至终，到处；全部
987,challenge,n,,40380,0.94,,4,cet4 cet6 ky toefl ielts gk,挑战,n. 挑战；怀疑
988,fear,n,,38857,0.98,,5,cet4 cet6 ky zk gk,害怕,n. 害怕；担心；恐惧；敬畏
989,shoulder,n,,42843,0.89,F,4,cet4 cet6 ky zk gk,肩,n. 肩，肩膀；肩部
990,institution,n,,42153,0.9,A,4,cet4 cet6 ky toefl ielts gk,制度,n. 制度；（社会或宗教等）公共机构；习俗；建立
991,middle,j,,40402,0.94,,5,zk gk,中间的,adj. 中间的，中部的；中级的，中等的
992,sea,n,,39516,0.96,,4,zk gk,海洋,n. 海洋；海；许多；大量
993,dream,n,,39613,0.96,,4,cet4 cet6 ky zk gk,做梦,vi. 做梦，梦见；梦想；想到
994,bar,n,,39853,0.95,,4,cet4 ky toefl ielts gk,酒吧,n. 酒吧；条，棒；障碍
995,beautiful,j,,40052,0.94,,4,ielts zk gk,美丽的,adj. 美丽的
996,property,n,,40027,0.94,,4,cet4 cet6 ky toefl ielts,财产,n. 财产；性质，性能；所有权
997,instead,r,,39051,0.97,,4,zk gk,代替,adv. 代替；反而
998,improve,v,,40214,0.94,,4,cet4 cet6 ky zk gk,改善,vt. 改善，增进；提高…的价值
999,stuff,n,,40180,0.94,,4,cet4 cet6 ky ielts,材料,n. 材料；东西；填充物；素材资料
1000,detail,n,,38750,0.97,,4,cet4 cet6 ky ielts,细节,n. 细节，详情
1001,method,n,,42667,0.88,A,4,cet4 cet6 ky ielts zk gk,方法,n. 方法；条理；[计]类函数
1002,sign,v,,39418,0.95,,5,cet4 cet6 ky ielts gk,符号,n. 符号；记号；迹象；手势
1003,somebody,p,,41639,0.9,S,4,zk gk,大人物,n. 大人物；重要人物
1004,magazine,n,,39197,0.96,,4,cet4 cet6 ky ielts zk gk,杂志,n. 杂志；弹药库；胶卷盒
1005,hotel,n,,39642,0.95,,4,ielts zk gk,旅馆,n. 旅馆，饭店；客栈
1006,soldier,n,,39552,0.95,,4,toefl zk gk,军人,n. 军人；兵蚁；懒汉；[口]一片烤面包
1007,reflect,v,,40687,0.92,A,4,cet4 cet6 ky gk,反射,vt. 反射，照出；反省；反映
1008,heavy,j,,39160,0.96,,4,ielts zk gk,沉重的,adj. 沉重的；繁重的，巨大的；阴沉的
1009,sexual,j,,41865,0.89,A,4,cet4 cet6,性的,adj. 性的；性别的；[生]有性的
1010,cause,n,,38843,0.96,,5,cet4 cet6 ky toefl ielts zk gk,原因,n. 原因；事业；目标
1011,bag,n,,40007,0.93,F,4,zk gk,袋,n. 袋；猎获物；（俚）一瓶啤酒；vt. 猎获；把…装入袋中；[口]占据，私吞；使膨大；vi. 松垂
1012,heat,n,,40363,0.92,M,4,cet4 cet6 ky zk gk,热度,n. 热度；高温；压力；热烈
1013,fall,n,,38822,0.96,,5,ielts zk gk,落下,vi. 落下；变成；来临；减弱
1014,marriage,n,,38517,0.96,,4,cet4 cet6 ky zk gk,结婚,n. 结婚；婚姻生活；密切结合，合并
1015,tough,j,,39600,0.94,,4,cet4 cet6 ky toefl ielts gk,坚韧的,adj. 坚韧的，牢固的；艰苦的，困难的；强壮的，结实的；坚强的，不屈不挠的
1016,sing,v,,38575,0.96,,4,zk gk,唱歌,vi. 唱歌；鸣叫；歌颂；呼号
1017,surface,n,,39367,0.94,,4,toefl ielts zk gk,表面,n. 表面；外观；表层
1018,purpose,n,,40084,0.92,A,4,cet4 cet6 ky ielts zk gk,目的,n. 目的；用途；意志
1019,exist,v,,39341,0.94,A,4,cet4 cet6 ky toefl gk,存在,vi. 存在；生存；生活；继续存在
1020,pattern,n,,40397,0.91,A,4,cet4 cet6 ky ielts gk,模式,n. 模式；样品；图案
1021,whom,p,,37950,0.97,,4,zk gk,谁,pron. 谁（who的宾格）
1022,skin,n,,39893,0.92,,4,cet4 cet6 ky ielts gk,皮肤,n. 皮肤；外皮
1023,agent,n,,38265,0.96,,4,cet4 ky toefl gk,代理人,n. 代理人，代理商；药剂；特工
1024,owner,n,,39492,0.93,N,4,cet4 cet6 ky zk gk,所有者,n. 所有者；物主
1025,machine,n,,38407,0.96,,4,ielts zk gk,机械,n. 机械，机器；机械般工作的人；机构
1026,gas,n,,38194,0.96,,4,cet4 ky gk,气体,n. 气体；汽油；毒气；瓦斯
1027,down,i,,39633,0.93,F,2,toefl zk gk,向下,adv. 向下，下去；在下面
1028,ahead,r,,39705,0.92,S,4,gk,向前,adj. 向前；在前的；领先；adv. 向前的；领先的
1029,generation,n,,38323,0.96,,4,cet4 cet6 ky gk,产生,n. 产生；一代；一代人；生殖
1030,commercial,j,,40608,0.9,S,4,cet4 cet6 ky toefl ielts,商业的,adj. 商业的；营利的；靠广告收入的
1031,address,v,,39774,0.92,A,4,cet4 cet6 ky toefl ielts zk gk,写姓名地址,vt. 写姓名地址；向…致辞；演说；从事；忙于
1032,cancer,n,,39407,0.93,M,4,cet4 cet6 ky zk,癌症,n. 癌症；恶性肿瘤
1033,test,v,,38644,0.95,,5,cet4 cet6 ky ielts zk gk,检验,n. 检验；试验
1034,item,n,,40336,0.91,A,4,cet4 ky ielts,条款,n. 条款，项目；一则
1035,reality,n,,38397,0.95,,4,cet4 cet6 ky gk,现实,n. 现实；真实；实际
1036,coach,n,,40716,0.9,N,4,cet4 cet6 ky toefl ielts zk gk,教练,n. 教练；旅客车厢；长途公车；四轮大马车
1037,step,v,,39356,0.93,F,5,cet4 cet6 ky zk gk,步,n. 步，脚步；步伐；步骤；梯级
1038,Mrs,n,,40545,0.9,F,5,,太太,n. 太太；夫人（用于已婚妇女姓名前的尊称）
1039,yard,n,,39253,0.93,N,4,cet4 cet6 ky ielts zk gk,码,n. 码（英制中丈量长度单位，1码=3英尺）；[海]帆桁；院子；庭院
1040,beat,v,,38268,0.95,,5,toefl ielts zk gk,打,vt. 打；打败
1041,violence,n,,38474,0.94,,4,cet4 cet6 ky toefl gk,激烈,n. 激烈；暴力；侵犯；歪曲
1042,total,j,,38798,0.93,A,5,cet4 cet6 ky ielts zk gk,全部的,adj. 全部的；整个的；完全的
1043,tend,v,,38295,0.94,,4,cet4 cet6 ky gk,趋向,vi. 趋向，倾向；照料，照顾
1044,investment,n,,38810,0.93,,4,cet4 cet6 ky ielts,投资,n. 投资；投入；[军]封锁
1045,discussion,n,,39616,0.91,A,4,cet4 cet6 ielts zk gk,讨论,n. 讨论，议论
1046,finger,n,,40842,0.88,F,4,cet4 cet6 ky zk gk,手指,n. 手指；指针，指状物
1047,garden,n,,38800,0.93,M,4,ielts zk gk,菜园,n. 菜园；花园
1048,notice,v,,38910,0.92,F,4,cet4 cet6 ky toefl ielts zk gk,通知,n. 通知，布告；注意；公告
1049,collection,n,,38431,0.93,,4,cet4 cet6 ky ielts gk,收藏品,n. 收藏品；募捐；征收；采集，聚集
1050,modern,j,,38372,0.93,,4,ielts zk gk,现代的,adj. 现代的，近代的；时髦的
1051,task,n,,39209,0.91,A,4,cet4 cet6 ky zk gk,分派任务,vt. 分派任务
1052,partner,n,,37540,0.95,,4,cet4 cet6 ky gk,合伙人,n. 合伙人；伙伴；配偶
1053,positive,j,,39310,0.91,A,4,cet4 cet6 ky toefl ielts,确定的,adj. 确定的，肯定的；积极的；正的，阳性的；绝对的；实际的，真实的
1054,civil,j,,37742,0.95,,4,cet4 cet6 ky toefl gk,公民的,adj. 公民的；民间的；文职的；有礼貌的；根据民法的
1055,kitchen,n,,39332,0.91,F,4,toefl ielts zk gk,炊具,n. 炊具；厨房；炊事人员
1056,consumer,n,,38079,0.94,,4,cet4 cet6 toefl ielts,用户,n. 用户，顾客；消费者
1057,shot,n,,37505,0.95,,4,cet4 cet6 ky toefl gk,发射,n. 发射；炮弹；射手
1058,budget,n,,39165,0.91,,4,cet4 cet6 ky toefl ielts gk,预算,n. 预算，预算费
1059,wish,v,,37532,0.95,,4,zk gk,希望,n. 希望；祝福；心愿
1060,painting,n,,39264,0.91,M,4,cet4 cet6 ky toefl ielts gk,油画,n. 油画；绘画；着色
1061,scientist,n,,37700,0.94,,4,cet4 cet6 ky zk gk,科学家,n. 科学家
1062,safe,j,,36547,0.97,,4,cet4 cet6 ky ielts zk gk,安全的,adj. 安全的；可靠的；平安的
1063,agreement,n,,38141,0.93,,4,ielts zk gk,协议,n. 协议；同意，一致
1064,capital,n,,37443,0.95,,5,cet4 cet6 ky ielts zk gk,首都,n. 首都，省会；大写字母；资金；资本家
1065,mouth,n,,40200,0.88,F,4,toefl zk gk,口,n. 口，嘴；河口
1066,nor,c,,37230,0.95,,4,zk gk,也不,conj. 也不；也不是
1067,victim,n,,36878,0.96,,4,cet4 cet6 ky gk,牺牲者,n. 牺牲者；受害人；牺牲品
1068,newspaper,n,,37522,0.94,,4,ielts zk gk,报纸,n. 报纸
1069,instead,i,,36247,0.97,,4,zk gk,代替,adv. 代替；反而
1070,threat,n,,37022,0.95,,4,cet4 cet6 ky toefl,威胁,n. 威胁，恐吓；凶兆
1071,responsibility,n,,37084,0.95,,4,cet4 cet6 ky toefl ielts gk,责任,n. 责任，职责；义务
1072,smile,v,,41473,0.85,F,4,zk gk,微笑,vi. 微笑
1073,attorney,n,,37959,0.92,S,3,cet6 ky toefl ielts,代理人,n. 代理人；律师
1074,score,n,,39294,0.89,A,4,cet4 cet6 ky toefl ielts zk gk,刻痕,n. 刻痕；配乐；分数；二十
1075,account,n,,36786,0.95,,5,cet4 ky toefl ielts gk,帐目,n. 帐目，帐单；理由；帐户；解释
1076,interesting,j,,37473,0.93,S,3,zk gk,有趣的,adj. 有趣的；引起兴趣的，令人关注的
1077,break,n,,40348,0.86,S,5,ielts zk gk,休息,n. 休息，中断；破裂处
1078,audience,n,,36227,0.96,,4,cet4 cet6 ky toefl ielts gk,观众,n. 观众；听众；接见；读者
1079,rich,j,,35940,0.97,,4,zk gk,富有的,adj. 富有的；肥沃的；昂贵的
1080,dinner,n,,37156,0.94,,4,ielts zk gk,宴会,n. 宴会；正餐；晚餐，晚宴
1081,figure,v,,36137,0.96,,5,cet4 cet6 ky toefl ielts gk,图形,n. 图形；数字；（人的）体形；人物；画像；价格
1082,vote,n,,39464,0.88,S,5,cet4 cet6 ky toefl gk,投票,n. 投票，选举；选票；得票数
1083,western,j,,37389,0.93,A,,ielts zk gk,西方的,adj. 西方的，西部的；有西方特征的
1084,relate,v,,39143,0.89,A,3,cet4 cet6 ky gk,叙述,vt. 叙述；使…有联系
1085,travel,v,,35746,0.97,,4,ielts zk gk,旅行,vi. 旅行；步行；行进；[口]交往
1086,debate,n,,37228,0.93,,4,cet4 cet6 ky toefl gk,辩论,vt. 辩论，争论，讨论
1087,prevent,v,,36421,0.95,,4,cet4 cet6 ky toefl zk gk,预防,vt. 预防，防止；阻止
1088,citizen,n,,36408,0.95,,4,cet4 cet6 ky gk,公民,n. 公民；市民；老百姓
1089,majority,n,,36758,0.94,,4,cet4 cet6 ky toefl ielts gk,多数,n. 多数；[律]成年
1090,none,p,,35359,0.98,,4,zk gk,没有人,pron. 没有人；没有任何东西；一个也没有
1091,front,i,,37363,0.92,F,5,zk gk,前面,n. 前面；前线；正面
1092,born,v,,35352,0.97,,4,cet4 ky zk gk,出世,v. 出世（bear的过去分词）
